"site","station","overlap","overall_years","overall_frequency","overall_duration","overall_intensity","distance"
"Eastern Beach","BISHO",13,4,2.11,2,-0.33,60.7
"Eastern Beach","CAPEPOINT",15,10,0.71,1.3,-0.26,884.71
"Eastern Beach","CAPETOWND.F.MALAN-WK",9,7,0.9,1.37,-0.83,870.37
"Eastern Beach","CAPETOWN-ROYALYACHTCLUB",0,0,0,0,0,884.41
"Eastern Beach","CAPETOWNSLANGKOP",3,1,0.6,0.58,-0.1,897.81
"Eastern Beach","CAPETOWNWO",7,2,0.75,1.05,-0.2,870.09
"Eastern Beach","CT-AWS",0,0,0,0,0,870.43
"Eastern Beach","DOHNE-AGR",0,0,0,0,0,69.63
"Eastern Beach","EASTLONDON-WK",9,7,1.58,1.69,-0.47,8.24
"Eastern Beach","EASTLONDONWO",0,0,0,0,0,9.53
"Eastern Beach","GEORGEAWS",0,0,0,0,0,524.73
"Eastern Beach","GEORGECLIMATEAWS",0,0,0,0,0,525
"Eastern Beach","GEORGEWITFONTEIN",0,0,0,0,0,519.47
"Eastern Beach","HERMANUS",6,2,1.2,1.97,-0.24,819.17
"Eastern Beach","JONKERSHOEK",0,0,0,0,0,840.16
"Eastern Beach","JOUBERTINAAWS",2,0,3,2.22,-0.56,387.46
"Eastern Beach","JOUBERTINASCHOOLAWS",0,0,0,0,0,387.19
"Eastern Beach","KIRSTENBOSCH",15,10,0.76,1.2,-0.34,885.86
"Eastern Beach","KNYSNA",3,1,1.5,0.95,-0.11,462.78
"Eastern Beach","MAKATINIRESEARCHCENTRE",15,2,4.17,2.96,-1.47,747.25
"Eastern Beach","MBAZWANAAIRFIELD",2,0,3,0.95,-1.33,762.51
"Eastern Beach","MOLTENORESERVOIR",0,0,0,0,0,887.49
"Eastern Beach","MOSSELBAY",0,0,0,0,0,551.51
"Eastern Beach","PAARL",6,1,0.67,1.51,-0.35,834.32
"Eastern Beach","PLETTENBERGBAAI",6,2,1.5,2.19,-0.14,441.97
"Eastern Beach","PORTELIZABETHAWOS",7,1,1.5,2.07,-0.63,239.09
"Eastern Beach","PORTELIZABETHAWS",0,0,0,0,0,239.13
"Eastern Beach","PORTELIZABETH-SHARKROCKPIER",0,0,0,0,0,235.17
"Eastern Beach","PORTELIZABETH-WK",9,7,0.76,1.19,-0.42,240.28
"Eastern Beach","PORTNOLLOTH",0,0,0,0,0,1131.56
"Eastern Beach","RIVERSDAL",0,0,0,0,0,629.17
"Eastern Beach","SAASTRONOMICALOBSERVATORY",15,7,1.39,1.35,-0.77,881.33
"Eastern Beach","SPRINGBOK-WK",7,0,NA,NA,NA,1022.94
"Eastern Beach","SPRINGBOKWO",6,3,0.5,0.85,-0.15,1023.2
"Eastern Beach","STRAND",3,1,1,0.83,-0.07,849.23
"Eastern Beach","TSITSIKAMMA",6,1,2,1.97,-0.4,389.08
"Eastern Beach","TYGERHOEK",15,3,3.12,3.78,-0.82,752.97
"Eastern Beach","UITENHAGE",6,0,1.5,3.03,-0.55,243.31
"Eastern Beach","VIOOLSDRIF",6,0,NA,NA,NA,1095.2
"Eastern Beach","VIOOLSDRIF-AWS",0,0,0,0,0,1089.52
"Eastern Beach","WILLOWMORE",15,9,0.86,1.36,-0.47,414.08
"Fish Hoek","BISHO",20,6,2.5,4.36,-0.4,831.47
"Fish Hoek","CAPEPOINT",20,12,0.49,1.91,-0.27,24.14
"Fish Hoek","CAPETOWND.F.MALAN-WK",1,0,NA,NA,NA,23.87
"Fish Hoek","CAPETOWN-ROYALYACHTCLUB",11,3,0.53,1.57,-0.42,24.4
"Fish Hoek","CAPETOWNSLANGKOP",16,9,0.61,1.39,-0.25,11.15
"Fish Hoek","CAPETOWNWO",20,10,0.71,2.14,-0.45,24.71
"Fish Hoek","CT-AWS",11,5,0.42,0.94,-0.33,23.2
"Fish Hoek","DOHNE-AGR",11,3,0.53,1.57,-0.42,857.02
"Fish Hoek","EASTLONDON-WK",1,0,NA,NA,NA,878.42
"Fish Hoek","EASTLONDONWO",11,5,0.42,0.94,-0.33,877.13
"Fish Hoek","GEORGEAWS",3,0,NA,NA,NA,363.51
"Fish Hoek","GEORGECLIMATEAWS",0,0,0,0,0,363.32
"Fish Hoek","GEORGEWITFONTEIN",5,0,NA,NA,NA,368.05
"Fish Hoek","HERMANUS",19,9,0.61,2,-0.48,78.99
"Fish Hoek","JONKERSHOEK",0,0,0,0,0,49
"Fish Hoek","JOUBERTINAAWS",15,6,0.69,1.8,-0.46,500.75
"Fish Hoek","JOUBERTINASCHOOLAWS",0,0,0,0,0,500.97
"Fish Hoek","KIRSTENBOSCH",20,10,0.46,1.87,-0.32,17.41
"Fish Hoek","KNYSNA",16,7,0.45,1.64,-0.25,427.48
"Fish Hoek","MAKATINIRESEARCHCENTRE",20,9,1.19,2.28,-1.01,1509.64
"Fish Hoek","MBAZWANAAIRFIELD",15,4,1.38,2.64,-0.85,1539.63
"Fish Hoek","MOLTENORESERVOIR",11,5,0.35,0.91,-0.16,22.65
"Fish Hoek","MOSSELBAY",4,0,NA,NA,NA,339.69
"Fish Hoek","PAARL",19,10,0.61,1.8,-0.48,67.6
"Fish Hoek","PLETTENBERGBAAI",19,6,0.91,2.75,-0.3,449.79
"Fish Hoek","PORTELIZABETHAWOS",20,9,1.32,2.4,-0.61,661.15
"Fish Hoek","PORTELIZABETHAWS",3,0,NA,NA,NA,660.93
"Fish Hoek","PORTELIZABETH-SHARKROCKPIER",0,0,0,0,0,665.19
"Fish Hoek","PORTELIZABETH-WK",1,1,5,6.35,-0.17,659.66
"Fish Hoek","PORTNOLLOTH",3,0,NA,NA,NA,563.73
"Fish Hoek","RIVERSDAL",0,0,0,0,0,258.8
"Fish Hoek","SAASTRONOMICALOBSERVATORY",20,11,0.5,1.6,-0.36,23.21
"Fish Hoek","SPRINGBOK-WK",2,0,NA,NA,NA,500.14
"Fish Hoek","SPRINGBOKWO",19,11,0.69,1.57,-0.24,499.92
"Fish Hoek","STRAND",16,7,0.64,1.49,-0.35,37.62
"Fish Hoek","TSITSIKAMMA",19,9,0.65,2.43,-0.44,502.83
"Fish Hoek","TYGERHOEK",20,8,0.86,2.31,-0.51,134.65
"Fish Hoek","UITENHAGE",19,7,0.95,3.03,-0.49,647.01
"Fish Hoek","VIOOLSDRIF",10,0,NA,NA,NA,610.12
"Fish Hoek","VIOOLSDRIF-AWS",10,1,0.36,1.29,-0.39,602.18
"Fish Hoek","WILLOWMORE",20,12,0.83,2.23,-0.53,475.69
"Gordons Bay","BISHO",26,7,2.07,2.69,-0.31,793.45
"Gordons Bay","CAPEPOINT",40,24,0.58,1.62,-0.23,40.27
"Gordons Bay","CAPETOWND.F.MALAN-WK",21,15,0.75,1.92,-0.46,31.85
"Gordons Bay","CAPETOWN-ROYALYACHTCLUB",11,3,0.47,1.76,-0.46,46.74
"Gordons Bay","CAPETOWNSLANGKOP",16,9,0.61,1.25,-0.26,49.78
"Gordons Bay","CAPETOWNWO",20,9,0.51,1.39,-0.38,32.29
"Gordons Bay","CT-AWS",11,5,0.37,1.05,-0.36,31.29
"Gordons Bay","DOHNE-AGR",11,3,0.47,1.76,-0.46,819.34
"Gordons Bay","EASTLONDON-WK",21,10,1.71,3.59,-0.4,840.19
"Gordons Bay","EASTLONDONWO",11,5,0.37,1.05,-0.36,838.9
"Gordons Bay","GEORGEAWS",3,0,NA,NA,NA,324.94
"Gordons Bay","GEORGECLIMATEAWS",0,0,0,0,0,324.75
"Gordons Bay","GEORGEWITFONTEIN",5,0,NA,NA,NA,329.56
"Gordons Bay","HERMANUS",19,8,0.48,1.44,-0.41,45.09
"Gordons Bay","JONKERSHOEK",0,0,0,0,0,22.61
"Gordons Bay","JOUBERTINAAWS",15,7,0.81,1.67,-0.49,462.25
"Gordons Bay","JOUBERTINASCHOOLAWS",0,0,0,0,0,462.48
"Gordons Bay","KIRSTENBOSCH",40,24,0.54,1.57,-0.28,43.99
"Gordons Bay","KNYSNA",16,8,0.45,1.48,-0.26,388.85
"Gordons Bay","MAKATINIRESEARCHCENTRE",31,11,1.41,2.48,-0.96,1476.06
"Gordons Bay","MBAZWANAAIRFIELD",15,4,1.62,2.46,-0.9,1505.67
"Gordons Bay","MOLTENORESERVOIR",11,5,0.3,1.02,-0.17,48.2
"Gordons Bay","MOSSELBAY",4,0,NA,NA,NA,300.99
"Gordons Bay","PAARL",19,10,0.48,1.3,-0.4,49.8
"Gordons Bay","PLETTENBERGBAAI",19,6,0.73,1.99,-0.25,411.12
"Gordons Bay","PORTELIZABETHAWOS",20,9,0.95,1.55,-0.51,622.49
"Gordons Bay","PORTELIZABETHAWS",3,0,NA,NA,NA,622.27
"Gordons Bay","PORTELIZABETH-SHARKROCKPIER",0,0,0,0,0,626.53
"Gordons Bay","PORTELIZABETH-WK",21,13,0.88,2.33,-0.46,621
"Gordons Bay","PORTNOLLOTH",3,0,NA,NA,NA,577.57
"Gordons Bay","RIVERSDAL",0,0,0,0,0,220.2
"Gordons Bay","SAASTRONOMICALOBSERVATORY",40,18,0.74,1.67,-0.46,43.31
"Gordons Bay","SPRINGBOK-WK",7,0,NA,NA,NA,508.03
"Gordons Bay","SPRINGBOKWO",19,9,0.55,1.14,-0.2,507.84
"Gordons Bay","STRAND",16,7,0.64,1.34,-0.36,2.34
"Gordons Bay","TSITSIKAMMA",19,8,0.52,1.75,-0.37,464.18
"Gordons Bay","TYGERHOEK",40,14,1.27,2.58,-0.58,95.99
"Gordons Bay","UITENHAGE",19,6,0.76,2.19,-0.41,608.5
"Gordons Bay","VIOOLSDRIF",10,0,NA,NA,NA,618.76
"Gordons Bay","VIOOLSDRIF-AWS",10,2,0.55,1.52,-0.41,610.76
"Gordons Bay","WILLOWMORE",40,18,0.91,2.07,-0.46,438.11
"Hamburg","BISHO",16,4,3.14,4.72,-0.37,47.88
"Hamburg","CAPEPOINT",16,9,0.51,1.87,-0.23,839.53
"Hamburg","CAPETOWND.F.MALAN-WK",0,0,0,0,0,826.28
"Hamburg","CAPETOWN-ROYALYACHTCLUB",10,2,0.53,2.18,-0.33,840.5
"Hamburg","CAPETOWNSLANGKOP",15,8,0.95,1.86,-0.24,853.25
"Hamburg","CAPETOWNWO",16,9,0.71,1.98,-0.34,826.03
"Hamburg","CT-AWS",10,4,0.44,1.42,-0.27,826.33
"Hamburg","DOHNE-AGR",10,2,0.53,2.18,-0.33,85.08
"Hamburg","EASTLONDON-WK",0,0,0,0,0,42.85
"Hamburg","EASTLONDONWO",10,4,0.44,1.42,-0.27,41.75
"Hamburg","GEORGEAWS",2,0,NA,NA,NA,479.24
"Hamburg","GEORGECLIMATEAWS",0,0,0,0,0,479.48
"Hamburg","GEORGEWITFONTEIN",4,0,NA,NA,NA,474.27
"Hamburg","HERMANUS",16,7,0.71,2.18,-0.41,773.56
"Hamburg","JONKERSHOEK",0,0,0,0,0,796.04
"Hamburg","JOUBERTINAAWS",14,4,0.94,2.15,-0.41,341.75
"Hamburg","JOUBERTINASCHOOLAWS",0,0,0,0,0,341.5
"Hamburg","KIRSTENBOSCH",16,7,0.45,1.81,-0.25,841.77
"Hamburg","KNYSNA",15,6,0.68,2.02,-0.23,416.57
"Hamburg","MAKATINIRESEARCHCENTRE",16,5,1.38,2.3,-0.89,794.8
"Hamburg","MBAZWANAAIRFIELD",14,2,2.5,3.82,-0.83,810.79
"Hamburg","MOLTENORESERVOIR",10,4,0.36,1.38,-0.14,843.54
"Hamburg","MOSSELBAY",3,0,NA,NA,NA,505.38
"Hamburg","PAARL",16,9,0.71,2.11,-0.38,791
"Hamburg","PLETTENBERGBAAI",16,6,1.1,3.08,-0.23,395.36
"Hamburg","PORTELIZABETHAWOS",16,6,1.29,2.22,-0.46,189.95
"Hamburg","PORTELIZABETHAWS",2,0,NA,NA,NA,190
"Hamburg","PORTELIZABETH-SHARKROCKPIER",0,0,0,0,0,185.98
"Hamburg","PORTELIZABETH-WK",0,0,0,0,0,191.18
"Hamburg","PORTNOLLOTH",2,0,NA,NA,NA,1104.19
"Hamburg","RIVERSDAL",0,0,0,0,0,583.93
"Hamburg","SAASTRONOMICALOBSERVATORY",16,9,0.48,1.52,-0.27,837.38
"Hamburg","SPRINGBOK-WK",0,0,0,0,0,995.58
"Hamburg","SPRINGBOKWO",16,7,0.85,1.87,-0.2,995.82
"Hamburg","STRAND",15,6,1.05,1.95,-0.32,804.58
"Hamburg","TSITSIKAMMA",16,7,0.73,2.69,-0.35,342.23
"Hamburg","TYGERHOEK",16,9,0.79,2,-0.37,708
"Hamburg","UITENHAGE",16,7,1.05,3.11,-0.37,196.27
"Hamburg","VIOOLSDRIF",8,0,NA,NA,NA,1071.25
"Hamburg","VIOOLSDRIF-AWS",9,1,0.5,2.25,-0.28,1065.34
"Hamburg","WILLOWMORE",16,9,0.96,2.24,-0.47,372.32
"Hermanus","BISHO",23,7,3,3.81,-0.31,762.51
"Hermanus","CAPEPOINT",23,14,0.62,1.73,-0.22,70.08
"Hermanus","CAPETOWND.F.MALAN-WK",4,2,1.17,3.15,-0.7,77.17
"Hermanus","CAPETOWN-ROYALYACHTCLUB",11,5,0.53,2.06,-0.38,92.05
"Hermanus","CAPETOWNSLANGKOP",16,10,0.96,1.74,-0.25,90.34
"Hermanus","CAPETOWNWO",20,11,0.91,1.83,-0.37,77.58
"Hermanus","CT-AWS",11,6,0.42,1.23,-0.31,76.63
"Hermanus","DOHNE-AGR",11,5,0.53,2.06,-0.38,789.92
"Hermanus","EASTLONDON-WK",4,2,1.4,3.42,-0.35,808.17
"Hermanus","EASTLONDONWO",11,6,0.42,1.23,-0.31,806.88
"Hermanus","GEORGEAWS",3,0,NA,NA,NA,291.68
"Hermanus","GEORGECLIMATEAWS",0,0,0,0,0,291.42
"Hermanus","GEORGEWITFONTEIN",5,0,NA,NA,NA,296.98
"Hermanus","HERMANUS",19,9,0.88,2,-0.39,3.49
"Hermanus","JONKERSHOEK",0,0,0,0,0,57.71
"Hermanus","JOUBERTINAAWS",15,6,1.06,2.33,-0.47,429.11
"Hermanus","JOUBERTINASCHOOLAWS",0,0,0,0,0,429.36
"Hermanus","KIRSTENBOSCH",23,12,0.6,1.7,-0.28,88.88
"Hermanus","KNYSNA",16,9,0.71,2.06,-0.25,354.51
"Hermanus","MAKATINIRESEARCHCENTRE",23,9,1.64,2.28,-0.9,1457.44
"Hermanus","MBAZWANAAIRFIELD",15,5,2.12,3.43,-0.86,1486.18
"Hermanus","MOLTENORESERVOIR",11,6,0.35,1.2,-0.15,93.36
"Hermanus","MOSSELBAY",4,0,NA,NA,NA,265.84
"Hermanus","PAARL",19,11,0.88,1.8,-0.39,80.68
"Hermanus","PLETTENBERGBAAI",19,7,1.32,2.75,-0.24,376.29
"Hermanus","PORTELIZABETHAWOS",20,8,1.68,2.04,-0.5,587.31
"Hermanus","PORTELIZABETHAWS",3,0,NA,NA,NA,587.11
"Hermanus","PORTELIZABETH-SHARKROCKPIER",0,0,0,0,0,591.37
"Hermanus","PORTELIZABETH-WK",4,3,1.17,2.32,-0.29,585.85
"Hermanus","PORTNOLLOTH",3,0,NA,NA,NA,616.29
"Hermanus","RIVERSDAL",0,0,0,0,0,187.38
"Hermanus","SAASTRONOMICALOBSERVATORY",23,14,0.68,1.4,-0.32,88.64
"Hermanus","SPRINGBOK-WK",5,0,NA,NA,NA,542.89
"Hermanus","SPRINGBOKWO",19,11,1,1.57,-0.19,542.72
"Hermanus","STRAND",16,10,1,1.87,-0.35,47.47
"Hermanus","TSITSIKAMMA",19,8,0.94,2.43,-0.36,429.56
"Hermanus","TYGERHOEK",23,9,1.24,2.44,-0.49,66.62
"Hermanus","UITENHAGE",19,6,1.38,3.03,-0.39,574.9
"Hermanus","VIOOLSDRIF",10,0,NA,NA,NA,653.86
"Hermanus","VIOOLSDRIF-AWS",10,3,0.73,2.1,-0.43,645.82
"Hermanus","WILLOWMORE",23,12,1.03,2.01,-0.44,409.94
"Hout Bay","BISHO",18,5,2.18,2.33,-0.19,838.53
"Hout Bay","CAPEPOINT",18,8,0.51,1.23,-0.14,36.07
"Hout Bay","CAPETOWND.F.MALAN-WK",2,0,0.5,1.5,-0.73,24.65
"Hout Bay","CAPETOWN-ROYALYACHTCLUB",8,5,1.08,2.49,-0.4,16.75
"Hout Bay","CAPETOWNSLANGKOP",13,6,1.17,1.6,-0.18,11.28
"Hout Bay","CAPETOWNWO",17,7,0.75,1.43,-0.24,25.18
"Hout Bay","CT-AWS",8,5,1.08,1.73,-0.33,24.36
"Hout Bay","DOHNE-AGR",8,5,1.08,2.49,-0.4,863.6
"Hout Bay","EASTLONDON-WK",2,0,0.5,1.71,-0.19,885.79
"Hout Bay","EASTLONDONWO",8,5,1.08,1.73,-0.33,884.51
"Hout Bay","GEORGEAWS",0,0,0,0,0,371.71
"Hout Bay","GEORGECLIMATEAWS",0,0,0,0,0,371.54
"Hout Bay","GEORGEWITFONTEIN",2,0,NA,NA,NA,376.05
"Hout Bay","HERMANUS",16,7,0.77,1.57,-0.26,90.86
"Hout Bay","JONKERSHOEK",0,0,0,0,0,54.11
"Hout Bay","JOUBERTINAAWS",12,5,1.91,2.24,-0.38,508.71
"Hout Bay","JOUBERTINASCHOOLAWS",0,0,0,0,0,508.92
"Hout Bay","KIRSTENBOSCH",18,8,0.51,1.22,-0.17,10.61
"Hout Bay","KNYSNA",13,7,0.75,1.71,-0.17,435.88
"Hout Bay","MAKATINIRESEARCHCENTRE",18,6,1.85,2.1,-0.57,1512.74
"Hout Bay","MBAZWANAAIRFIELD",12,3,3.5,3.29,-0.64,1542.98
"Hout Bay","MOLTENORESERVOIR",8,5,0.7,1.72,-0.19,13.69
"Hout Bay","MOSSELBAY",1,0,NA,NA,NA,348.46
"Hout Bay","PAARL",16,6,0.88,1.62,-0.28,68.03
"Hout Bay","PLETTENBERGBAAI",16,4,1.1,2.04,-0.16,458.3
"Hout Bay","PORTELIZABETHAWOS",17,5,1.6,1.8,-0.36,669.6
"Hout Bay","PORTELIZABETHAWS",0,0,0,0,0,669.38
"Hout Bay","PORTELIZABETH-SHARKROCKPIER",0,0,0,0,0,673.64
"Hout Bay","PORTELIZABETH-WK",2,1,0.33,0.75,-0.04,668.11
"Hout Bay","PORTNOLLOTH",0,0,0,0,0,551.88
"Hout Bay","RIVERSDAL",0,0,0,0,0,267.19
"Hout Bay","SAASTRONOMICALOBSERVATORY",18,7,0.59,1.04,-0.21,17.48
"Hout Bay","SPRINGBOK-WK",3,0,NA,NA,NA,489.36
"Hout Bay","SPRINGBOKWO",16,7,0.92,1.17,-0.13,489.13
"Hout Bay","STRAND",13,7,1.11,1.51,-0.22,47.03
"Hout Bay","TSITSIKAMMA",16,5,0.88,1.97,-0.25,511.22
"Hout Bay","TYGERHOEK",18,6,0.92,1.53,-0.27,143.43
"Hout Bay","UITENHAGE",16,4,1.35,2.53,-0.31,654.99
"Hout Bay","VIOOLSDRIF",10,0,NA,NA,NA,599.13
"Hout Bay","VIOOLSDRIF-AWS",7,3,2.8,3.44,-0.6,591.2
"Hout Bay","WILLOWMORE",18,8,0.89,1.44,-0.28,482.27
"Humewood","BISHO",14,6,1.8,2.62,-0.31,193.31
"Humewood","CAPEPOINT",27,18,0.78,2.19,-0.25,660.08
"Humewood","CAPETOWND.F.MALAN-WK",20,14,0.72,2.16,-0.56,650
"Humewood","CAPETOWN-ROYALYACHTCLUB",0,0,0,0,0,664.69
"Humewood","CAPETOWNSLANGKOP",4,3,1,1.46,-0.34,675.46
"Humewood","CAPETOWNWO",8,4,0.85,1.93,-0.37,649.82
"Humewood","CT-AWS",0,0,0,0,0,649.97
"Humewood","DOHNE-AGR",0,0,0,0,0,232.92
"Humewood","EASTLONDON-WK",20,8,1.65,4.12,-0.47,227.65
"Humewood","EASTLONDONWO",0,0,0,0,0,226.41
"Humewood","GEORGEAWS",0,0,0,0,0,301.2
"Humewood","GEORGECLIMATEAWS",0,0,0,0,0,301.34
"Humewood","GEORGEWITFONTEIN",0,0,0,0,0,297.3
"Humewood","HERMANUS",7,2,1.12,2.52,-0.36,593.15
"Humewood","JONKERSHOEK",0,0,0,0,0,619.8
"Humewood","JOUBERTINAAWS",3,1,1.67,2.36,-0.91,166.08
"Humewood","JOUBERTINASCHOOLAWS",0,0,0,0,0,165.94
"Humewood","KIRSTENBOSCH",27,16,0.78,2.09,-0.33,665.38
"Humewood","KNYSNA",4,2,1,2.27,-0.32,236.91
"Humewood","MAKATINIRESEARCHCENTRE",19,6,2.27,3.63,-0.98,960.86
"Humewood","MBAZWANAAIRFIELD",3,1,2.5,1.53,-0.77,980.41
"Humewood","MOLTENORESERVOIR",0,0,0,0,0,667.57
"Humewood","MOSSELBAY",0,0,0,0,0,324.92
"Humewood","PAARL",7,4,0.9,2.21,-0.45,617.23
"Humewood","PLETTENBERGBAAI",7,3,1.29,3.12,-0.2,214.58
"Humewood","PORTELIZABETHAWOS",8,2,1.57,3.38,-0.78,3.6
"Humewood","PORTELIZABETHAWS",0,0,0,0,0,3.62
"Humewood","PORTELIZABETH-SHARKROCKPIER",0,0,0,0,0,1.4
"Humewood","PORTELIZABETH-WK",20,13,0.82,2.65,-0.57,4.83
"Humewood","PORTNOLLOTH",0,0,0,0,0,982.77
"Humewood","RIVERSDAL",0,0,0,0,0,405.61
"Humewood","SAASTRONOMICALOBSERVATORY",27,12,1.27,2.66,-0.83,661.45
"Humewood","SPRINGBOK-WK",7,0,NA,NA,NA,875.62
"Humewood","SPRINGBOKWO",7,4,0.64,1.28,-0.21,875.8
"Humewood","STRAND",4,2,1.4,1.98,-0.25,626.73
"Humewood","TSITSIKAMMA",7,2,1.12,2.68,-0.53,161.56
"Humewood","TYGERHOEK",27,10,2.1,4.61,-0.81,529.71
"Humewood","UITENHAGE",7,3,1.12,3.93,-0.58,34.69
"Humewood","VIOOLSDRIF",7,0,NA,NA,NA,962.71
"Humewood","VIOOLSDRIF-AWS",0,0,0,0,0,956.05
"Humewood","WILLOWMORE",27,15,1.02,2.75,-0.58,213.91
"Knysna","BISHO",15,3,3.29,3.72,-0.5,412.64
"Knysna","CAPEPOINT",15,9,0.56,1.56,-0.34,422.24
"Knysna","CAPETOWND.F.MALAN-WK",0,0,0,0,0,412.09
"Knysna","CAPETOWN-ROYALYACHTCLUB",9,1,0.54,1.62,-0.48,426.87
"Knysna","CAPETOWNSLANGKOP",14,7,0.9,1.55,-0.37,437.39
"Knysna","CAPETOWNWO",15,9,0.74,1.56,-0.47,411.92
"Knysna","CT-AWS",9,4,0.44,0.99,-0.37,412.04
"Knysna","DOHNE-AGR",9,1,0.54,1.62,-0.48,443.36
"Knysna","EASTLONDON-WK",0,0,0,0,0,456.4
"Knysna","EASTLONDONWO",9,4,0.44,0.99,-0.37,455.12
"Knysna","GEORGEAWS",1,0,NA,NA,NA,63.87
"Knysna","GEORGECLIMATEAWS",0,0,0,0,0,63.92
"Knysna","GEORGEWITFONTEIN",3,0,NA,NA,NA,61.42
"Knysna","HERMANUS",15,6,0.77,1.84,-0.57,355.66
"Knysna","JONKERSHOEK",0,0,0,0,0,381.92
"Knysna","JOUBERTINAAWS",13,3,0.85,1.62,-0.63,77.93
"Knysna","JOUBERTINASCHOOLAWS",0,0,0,0,0,78.25
"Knysna","KIRSTENBOSCH",15,7,0.49,1.51,-0.35,427.44
"Knysna","KNYSNA",14,6,0.63,1.65,-0.34,3.61
"Knysna","MAKATINIRESEARCHCENTRE",15,5,1.64,2.24,-1.27,1143.71
"Knysna","MBAZWANAAIRFIELD",13,2,1.83,2.62,-1.19,1168.41
"Knysna","MOLTENORESERVOIR",9,4,0.33,0.98,-0.21,429.71
"Knysna","MOSSELBAY",2,0,NA,NA,NA,87.2
"Knysna","PAARL",15,9,0.82,1.77,-0.54,380.28
"Knysna","PLETTENBERGBAAI",15,4,1.21,2.67,-0.33,23.59
"Knysna","PORTELIZABETHAWOS",15,5,1.44,1.96,-0.69,234.87
"Knysna","PORTELIZABETHAWS",1,0,NA,NA,NA,234.66
"Knysna","PORTELIZABETH-SHARKROCKPIER",0,0,0,0,0,238.91
"Knysna","PORTELIZABETH-WK",0,0,0,0,0,233.38
"Knysna","PORTNOLLOTH",1,0,NA,NA,NA,795.27
"Knysna","RIVERSDAL",0,0,0,0,0,167.57
"Knysna","SAASTRONOMICALOBSERVATORY",15,9,0.57,1.26,-0.38,423.6
"Knysna","SPRINGBOK-WK",0,0,0,0,0,693.1
"Knysna","SPRINGBOKWO",15,7,1.05,1.63,-0.3,693.19
"Knysna","STRAND",14,6,1,1.6,-0.47,388.65
"Knysna","TSITSIKAMMA",15,6,0.82,2.33,-0.5,76.6
"Knysna","TYGERHOEK",15,7,0.82,1.57,-0.51,291.64
"Knysna","UITENHAGE",15,5,1.21,2.7,-0.55,222.05
"Knysna","VIOOLSDRIF",8,0,NA,NA,NA,791.83
"Knysna","VIOOLSDRIF-AWS",8,1,1.2,1.58,-0.45,784.43
"Knysna","WILLOWMORE",15,7,1.15,1.97,-0.69,94.78
"Kommetjie","BISHO",20,5,2.9,2.82,-0.36,841.52
"Kommetjie","CAPEPOINT",20,11,0.57,1.23,-0.25,27.87
"Kommetjie","CAPETOWND.F.MALAN-WK",1,0,NA,NA,NA,31.16
"Kommetjie","CAPETOWN-ROYALYACHTCLUB",11,6,1.4,2.84,-0.8,26.53
"Kommetjie","CAPETOWNSLANGKOP",16,9,0.96,1.36,-0.29,1.35
"Kommetjie","CAPETOWNWO",20,9,0.83,1.39,-0.41,31.88
"Kommetjie","CT-AWS",11,9,1.11,1.7,-0.64,30.65
"Kommetjie","DOHNE-AGR",11,6,1.4,2.84,-0.8,867
"Kommetjie","EASTLONDON-WK",1,0,NA,NA,NA,888.5
"Kommetjie","EASTLONDONWO",11,9,1.11,1.7,-0.64,887.21
"Kommetjie","GEORGEAWS",3,0,NA,NA,NA,373.63
"Kommetjie","GEORGECLIMATEAWS",0,0,0,0,0,373.44
"Kommetjie","GEORGEWITFONTEIN",5,0,NA,NA,NA,378.16
"Kommetjie","HERMANUS",19,9,0.85,1.52,-0.44,88.29
"Kommetjie","JONKERSHOEK",0,0,0,0,0,58.44
"Kommetjie","JOUBERTINAAWS",15,7,1.38,2.04,-0.59,510.86
"Kommetjie","JOUBERTINASCHOOLAWS",0,0,0,0,0,511.08
"Kommetjie","KIRSTENBOSCH",20,11,0.54,1.21,-0.29,19.8
"Kommetjie","KNYSNA",16,9,0.71,1.61,-0.29,437.61
"Kommetjie","MAKATINIRESEARCHCENTRE",20,7,1.38,1.47,-0.92,1518.74
"Kommetjie","MBAZWANAAIRFIELD",15,2,2.75,3,-1.08,1548.82
"Kommetjie","MOLTENORESERVOIR",11,9,0.91,1.66,-0.3,23.7
"Kommetjie","MOSSELBAY",4,0,NA,NA,NA,349.81
"Kommetjie","PAARL",19,10,0.85,1.37,-0.44,75.3
"Kommetjie","PLETTENBERGBAAI",19,6,1.27,2.09,-0.27,459.91
"Kommetjie","PORTELIZABETHAWOS",20,8,1.53,1.55,-0.56,671.27
"Kommetjie","PORTELIZABETHAWS",3,0,NA,NA,NA,671.06
"Kommetjie","PORTELIZABETH-SHARKROCKPIER",0,0,0,0,0,675.31
"Kommetjie","PORTELIZABETH-WK",1,1,1,1.25,-0.16,669.78
"Kommetjie","PORTNOLLOTH",3,0,NA,NA,NA,561.08
"Kommetjie","RIVERSDAL",0,0,0,0,0,268.93
"Kommetjie","SAASTRONOMICALOBSERVATORY",20,10,0.58,1.04,-0.32,26.67
"Kommetjie","SPRINGBOK-WK",2,0,NA,NA,NA,499.16
"Kommetjie","SPRINGBOKWO",19,8,0.97,1.2,-0.22,498.93
"Kommetjie","STRAND",16,9,1,1.46,-0.4,47.75
"Kommetjie","TSITSIKAMMA",19,7,0.9,1.85,-0.4,512.95
